Cidade,Ano,Fonte Energia,Indústria Predominante,Clima,Consumo MWh,Custo Unitário USD,Emissoes CO2 Ton,Perc Energia Renovavel,Residencias Atendidas,Investimento Infra Bilhoes,Emissão CO2,População Cidade
Tóquio,2015,Carvão,Turismo,Tropical,35934,15,190033,"0,8318",391141,344,3463948,1029966
Osaka,2022,Solar,Agronegócio,Mediterrâneo,12823,19,72550,"0,2412",636094,2667,1482706,15362233
Londres,2015,Eólica,Agronegócio,Frio,40505,8,27287,"0,7962",955349,1116,5879887,16451367
Paris,2017,Gás Natural,Tecnologia,Frio,9241,15,280046,"0,4845",600475,2984,1666104,19703012
Toronto,2018,Carvão,Agronegócio,Temperado,26769,22,390493,"0,5245",642035,1408,6184717,11207441
Vancouver,2017,Eólica,Tecnologia,Tropical,33796,7,192395,"0,5494",694662,420,7759674,17659940
Sydney,2021,Gás Natural,Agronegócio,Mediterrâneo,8161,8,336177,"0,8433",231897,487,171002,3648463
Melbourne,2015,Hidrelétrica,Mineração,Temperado,1117,5,208648,"0,3683",414175,753,152939,17724401
Cidade do México,2022,Gás Natural,Tecnologia,Desértico,43923,16,408750,"0,7158",212627,3656,8016883,7737396
Moscou,2019,Hidrelétrica,Tecnologia,Desértico,14551,12,196986,"0,5887",414651,4281,1678109,14483135
Nova York,2015,Hidrelétrica,Tecnologia,Frio,15171,12,483413,"0,1618",921048,938,3423262,688149
Los Angeles,2016,Hidrelétrica,Tecnologia,Frio,44292,9,451324,"0,8245",197337,252,9943783,17813631
São Paulo,2020,Hidrelétrica,Mineração,Mediterrâneo,13716,14,315854,"0,5844",323799,4416,2782599,17365923
Rio de Janeiro,2018,Carvão,Agronegócio,Desértico,42938,18,6868,"0,3737",258929,2059,1670273,17079199
Berlim,2016,Solar,Mineração,Desértico,34424,19,105342,"0,3322",623856,1243,4008373,17724821
Munique,2017,Carvão,Mineração,Frio,24882,2,166322,"0,3923",413217,408,4242938,2854515
Mumbai,2022,Hidrelétrica,Tecnologia,Tropical,39031,18,336911,"0,7971",876956,1631,4279792,3326525
Nova Délhi,2017,Gás Natural,Turismo,Frio,24233,18,470240,"0,8093",416739,592,1854224,18786290
Pequim,2016,Carvão,Mineração,Tropical,13912,14,115559,"0,0257",982428,1924,2667123,634331
Xangai,2017,Carvão,Mineração,Tropical,16340,16,269459,"0,7263",537738,741,1069624,807936
Tóquio,2021,Nuclear,Tecnologia,Temperado,2111,1,423097,"0,5482",977224,2748,248945,19462884
Osaka,2020,Nuclear,Mineração,Frio,30019,11,68744,"0,6625",478540,2087,4233857,19716513
Londres,2022,Solar,Financeiro,Tropical,10447,13,431411,"0,5209",247228,453,320222,7266811
Paris,2023,Hidrelétrica,Turismo,Mediterrâneo,36193,21,292621,"0,1932",399696,4319,120109,19790525
Toronto,2019,Gás Natural,Financeiro,Mediterrâneo,42755,17,274345,"0,8812",226570,3911,2347802,11381645
Vancouver,2020,Solar,Financeiro,Temperado,39807,15,155551,"0,0301",174395,3331,4369322,11235854
Sydney,2018,Solar,Manufatura,Tropical,18500,11,349905,"0,2044",518697,1131,3893598,11196598
Melbourne,2020,Solar,Manufatura,Temperado,17059,23,231896,"0,4835",445688,1697,1719016,5562409
Cidade do México,2020,Hidrelétrica,Financeiro,Temperado,30672,19,264042,"0,6081",205807,1099,2885322,2707023
Moscou,2019,Gás Natural,Mineração,Temperado,15563,17,237133,"0,3091",222960,738,1092902,6525060
Nova York,2021,Gás Natural,Mineração,Tropical,26658,23,23478,"0,5307",324311,782,3192323,10466979
Los Angeles,2023,Carvão,Financeiro,Tropical,47750,17,219083,"0,4154",317498,1715,447559,657978
São Paulo,2021,Solar,Agronegócio,Temperado,13863,22,90638,"0,8888",700766,2265,1538024,4453897
Rio de Janeiro,2016,Nuclear,Manufatura,Frio,12851,21,93909,"0,2857",853091,4281,2284505,5922756
Berlim,2016,Solar,Agronegócio,Tropical,7257,25,90669,"0,7558",66287,361,1349109,890614
Munique,2022,Hidrelétrica,Tecnologia,Frio,26248,13,492992,"0,4979",890748,1979,5356613,579094
Mumbai,2021,Carvão,Financeiro,Mediterrâneo,22942,8,7812,"0,1229",884274,64,441706,19283107
Nova Délhi,2023,Nuclear,Agronegócio,Tropical,43056,24,202484,"0,7342",161715,1509,7582715,8960777
Pequim,2023,Gás Natural,Turismo,Mediterrâneo,47853,7,21347,"0,1693",965240,78,2195026,15410348
Xangai,2017,Solar,Agronegócio,Mediterrâneo,46790,22,186155,"0,5654",216825,3735,5042309,9524311
Tóquio,2017,Gás Natural,Manufatura,Desértico,4143,5,120002,"0,2291",736561,214,526918,6517836
Osaka,2015,Solar,Financeiro,Tropical,45905,22,43791,"0,3379",562394,58,1375442,17882648
Londres,2017,Hidrelétrica,Mineração,Desértico,37911,11,49203,"0,5123",882647,538,826194,11393488
Paris,2019,Eólica,Financeiro,Tropical,42212,15,380323,"0,2973",521946,205,5403115,10697785
Toronto,2023,Solar,Turismo,Desértico,7383,6,142475,"0,1095",557937,3781,1498411,2176994
Vancouver,2016,Gás Natural,Turismo,Desértico,20688,12,139781,"0,0862",378333,4165,3031841,2942673
Sydney,2023,Solar,Mineração,Desértico,39121,14,435858,"0,2884",409705,2793,9729371,2831456
Melbourne,2017,Hidrelétrica,Agronegócio,Mediterrâneo,11147,7,275950,"0,5762",13010,4682,292816,2120043
Cidade do México,2022,Carvão,Tecnologia,Desértico,6655,24,243760,"0,4299",124580,1628,1306166,11957294
Moscou,2023,Eólica,Agronegócio,Frio,42879,25,39439,"0,8525",631691,433,1473864,5706530
Nova York,2016,Gás Natural,Tecnologia,Frio,11665,14,435103,"0,1287",314693,168,1539128,3306951
Los Angeles,2020,Nuclear,Agronegócio,Tropical,24338,24,242871,"0,8321",373167,1362,6060299,12900970
São Paulo,2021,Gás Natural,Financeiro,Temperado,28739,19,123228,"0,3741",815607,3626,1814697,2902005
Rio de Janeiro,2020,Carvão,Mineração,Desértico,32509,17,92782,"0,1777",5514,96,7839361,13987598
Berlim,2017,Hidrelétrica,Financeiro,Temperado,33175,16,386527,"0,8718",846435,329,8225575,19995698
Munique,2017,Nuclear,Turismo,Frio,20078,15,355216,"0,1199",516095,491,4481078,957789
Mumbai,2019,Hidrelétrica,Mineração,Frio,30794,14,374329,"0,6762",569282,4577,1956989,2713336
Nova Délhi,2021,Gás Natural,Financeiro,Mediterrâneo,27892,7,381441,"0,8998",511506,1462,904543,11568261
Pequim,2020,Gás Natural,Agronegócio,Desértico,27572,23,288592,"0,2156",645665,863,6876998,16257852
Xangai,2015,Carvão,Tecnologia,Mediterrâneo,45679,23,320532,"0,8342",618860,1903,7965864,19926345
Tóquio,2023,Eólica,Agronegócio,Tropical,8829,11,293769,"0,4172",120658,2347,1989538,9931393
Osaka,2021,Nuclear,Tecnologia,Desértico,23198,8,214755,"0,3246",447246,3972,3396617,3153951
Londres,2015,Gás Natural,Turismo,Mediterrâneo,6583,21,258149,"0,4611",427224,2645,1566803,7287153
Paris,2022,Gás Natural,Mineração,Mediterrâneo,17059,9,449415,"0,6525",321497,4468,3249199,17629347
Toronto,2020,Gás Natural,Agronegócio,Temperado,14894,9,183601,"0,2659",303435,4802,3269141,6418074
Vancouver,2016,Carvão,Agronegócio,Temperado,4275,2,106133,"0,0851",686941,371,651482,10195494
Sydney,2021,Hidrelétrica,Mineração,Temperado,8545,21,211145,"0,8871",179523,1806,1670117,9891578
Melbourne,2016,Gás Natural,Agronegócio,Mediterrâneo,6339,13,8158,"0,4102",732505,4804,39221,1324282
Cidade do México,2016,Solar,Turismo,Temperado,36047,23,295333,"0,3584",553904,986,8558272,6773400
Moscou,2023,Gás Natural,Manufatura,Tropical,10122,24,133819,"0,4521",585219,3643,1447842,10298772
Nova York,2019,Eólica,Manufatura,Mediterrâneo,46919,24,123443,"0,089",251312,4699,733886,5454267
Los Angeles,2020,Nuclear,Mineração,Tropical,46958,5,136466,"0,3463",648347,2606,2693601,19471927
São Paulo,2018,Nuclear,Agronegócio,Desértico,18522,1,256752,"0,8734",358471,198,3639651,16928623
Rio de Janeiro,2023,Nuclear,Tecnologia,Mediterrâneo,37983,19,215395,"0,8712",19897,1572,4438698,18579203
Berlim,2018,Gás Natural,Agronegócio,Desértico,37669,12,463991,"0,3243",611240,242,5383262,10957826
Munique,2016,Carvão,Tecnologia,Frio,27994,23,97926,"0,2882",81453,1961,6761125,1179854
Mumbai,2023,Solar,Mineração,Desértico,11113,14,53277,"0,5761",621713,528,1348541,5958909
Nova Délhi,2017,Nuclear,Manufatura,Mediterrâneo,46097,21,214505,"0,6069",938002,9,6115378,18642535
Pequim,2016,Hidrelétrica,Turismo,Tropical,47319,19,89341,"0,1041",722327,531,6029227,18736744
Xangai,2022,Carvão,Mineração,Temperado,24070,16,8549,"0,7135",963402,2828,2376438,11893974
Tóquio,2017,Hidrelétrica,Turismo,Frio,7634,8,111634,"0,2468",618222,372,87886,5687321
Osaka,2023,Eólica,Tecnologia,Desértico,30839,6,123207,"0,0229",941395,824,635797,9256547
Londres,2015,Carvão,Turismo,Tropical,24235,18,464910,"0,2089",745336,4161,4425251,8958287
Paris,2017,Hidrelétrica,Financeiro,Desértico,10671,23,77289,"0,4738",386370,277,742676,2876961
Toronto,2020,Hidrelétrica,Financeiro,Mediterrâneo,35165,15,369788,"0,1807",210660,2445,4992235,19995959
Vancouver,2016,Solar,Tecnologia,Temperado,23050,1,106859,"0,7534",10331,2889,157763,7496026
Sydney,2017,Hidrelétrica,Agronegócio,Tropical,45247,6,473064,"0,2393",823617,1833,9460944,12512389
Melbourne,2022,Gás Natural,Tecnologia,Tropical,1162,21,21260,"0,5555",109425,4536,61243,8205073
Cidade do México,2017,Carvão,Mineração,Desértico,7111,8,111862,"0,4396",756672,3266,1166615,7660475
Moscou,2015,Hidrelétrica,Financeiro,Frio,44698,15,45937,"0,1643",506091,2333,900715,4063541
Nova York,2022,Gás Natural,Tecnologia,Desértico,46597,16,55538,"0,5893",715138,1524,6798143,11459492
Los Angeles,2023,Hidrelétrica,Manufatura,Tropical,40732,23,211549,"0,2884",530748,1306,1001592,14551700
São Paulo,2020,Solar,Financeiro,Mediterrâneo,6252,25,65953,"0,8476",468086,1244,201794,7079755
Rio de Janeiro,2015,Nuclear,Manufatura,Tropical,21955,17,25065,"0,3616",985240,3186,586915,15717641
Berlim,2019,Solar,Manufatura,Desértico,4075,25,262403,"0,2607",103869,3921,507581,17995083
Munique,2019,Nuclear,Turismo,Temperado,23549,22,449783,"0,7549",47313,4005,1123957,3916593
Mumbai,2019,Hidrelétrica,Manufatura,Temperado,23984,14,406050,"0,8106",679846,464,1977859,14648176
Nova Délhi,2016,Carvão,Financeiro,Mediterrâneo,40174,13,326029,"0,3197",603821,309,136941,4760075
Pequim,2018,Gás Natural,Manufatura,Tropical,5541,21,470719,"0,3254",921659,959,511025,1670803
Xangai,2016,Gás Natural,Agronegócio,Frio,14684,9,59473,"0,2884",195588,3568,3572663,1377334
Tóquio,2017,Hidrelétrica,Mineração,Frio,33097,16,319964,"0,5369",323417,569,3514727,7596457
Osaka,2017,Nuclear,Manufatura,Frio,22053,16,379449,"0,6615",23861,2927,3319991,2557586
Londres,2017,Gás Natural,Financeiro,Frio,41616,7,328858,"0,6634",324640,314,6703107,16871405
Paris,2018,Solar,Agronegócio,Tropical,13108,8,421981,"0,1379",820642,4358,158054,3322346
Toronto,2022,Solar,Mineração,Desértico,4178,12,360737,"0,1017",210416,267,582424,6632274
Vancouver,2019,Eólica,Turismo,Mediterrâneo,12244,18,357736,"0,7822",946177,2352,2281208,19230571
Sydney,2022,Nuclear,Financeiro,Frio,6724,1,346216,"0,0529",533286,4453,417534,1820731
Melbourne,2020,Carvão,Tecnologia,Desértico,28096,1,480378,"0,6123",362444,4532,4839808,17763230
Cidade do México,2022,Nuclear,Mineração,Mediterrâneo,41761,23,120617,"0,7457",539948,3736,9885947,17209270
Moscou,2018,Hidrelétrica,Turismo,Temperado,7456,6,414228,"0,5539",264041,942,1217966,11741815
Nova York,2023,Gás Natural,Turismo,Temperado,1867,9,321162,"0,4443",855420,369,248088,7007339
Los Angeles,2022,Carvão,Financeiro,Temperado,17099,2,85420,"0,1037",604406,4537,4010965,8901897
São Paulo,2019,Carvão,Financeiro,Temperado,3954,23,459150,"0,1957",152198,585,777837,648526
Rio de Janeiro,2018,Hidrelétrica,Financeiro,Desértico,22636,18,6798,"0,034",120865,4556,2343833,10569485
Berlim,2022,Hidrelétrica,Manufatura,Mediterrâneo,3711,6,247375,"0,2483",995225,3165,533454,15642284
Munique,2017,Eólica,Manufatura,Mediterrâneo,49000,11,407352,"0,2773",629971,3469,11166518,18674258
Mumbai,2019,Eólica,Tecnologia,Desértico,2660,22,172522,"0,2722",469908,4766,59918,17545439
Nova Délhi,2021,Solar,Agronegócio,Desértico,32041,9,221373,"0,2183",282198,22,6579402,9961070
Pequim,2016,Gás Natural,Turismo,Desértico,35776,15,197618,"0,2472",805297,181,8405034,3369574
Xangai,2021,Hidrelétrica,Tecnologia,Frio,14716,7,291565,"0,5215",828506,3132,1832095,19498912
Tóquio,2022,Nuclear,Turismo,Tropical,48839,9,260867,"0,5698",744237,4074,673178,3613674
Osaka,2016,Hidrelétrica,Tecnologia,Temperado,20229,22,338858,"0,2836",569265,2774,4716345,13223939
Londres,2015,Eólica,Agronegócio,Frio,15214,24,97894,"0,7235",580139,221,1339289,6242607
Paris,2021,Hidrelétrica,Mineração,Temperado,27735,16,404234,"0,3279",573843,365,111474,15673556
Toronto,2016,Hidrelétrica,Financeiro,Desértico,43139,18,200133,"0,8165",279428,2858,2485378,4777360
Vancouver,2023,Eólica,Financeiro,Tropical,16187,18,371553,"0,6563",531320,150,2539036,13405993
Sydney,2019,Solar,Manufatura,Mediterrâneo,9927,9,475489,"0,1157",865240,387,1795521,9094886
Melbourne,2018,Hidrelétrica,Turismo,Desértico,30672,21,428521,"0,4685",45810,2938,6553498,2463859
Cidade do México,2020,Hidrelétrica,Financeiro,Tropical,19476,14,488770,"0,4311",928507,852,207253,13533118
Moscou,2015,Eólica,Manufatura,Frio,43143,24,8478,"0,0624",621020,4719,1730906,4595902
Nova York,2016,Gás Natural,Tecnologia,Temperado,41470,23,42937,"0,1998",929261,2288,9046014,7305536
Los Angeles,2018,Gás Natural,Financeiro,Mediterrâneo,29400,13,406039,"0,1656",175911,1808,5353609,1914669
São Paulo,2018,Eólica,Turismo,Tropical,39552,15,198781,"0,4407",688790,3708,5849111,13811417
Rio de Janeiro,2017,Solar,Financeiro,Mediterrâneo,46944,5,33268,"0,2651",445667,1852,4477839,4322638
Berlim,2023,Eólica,Mineração,Tropical,6481,13,320953,"0,7357",647269,4732,358318,14063051
Munique,2017,Nuclear,Tecnologia,Mediterrâneo,27118,2,57876,"0,6679",421895,1432,3799141,8894225
Mumbai,2019,Nuclear,Tecnologia,Desértico,9529,23,182935,"0,7441",767307,1225,1984684,3430098
Nova Délhi,2018,Eólica,Manufatura,Mediterrâneo,10126,11,336062,"0,6191",528827,1585,647334,15888919
Pequim,2020,Gás Natural,Agronegócio,Frio,26325,11,179971,"0,1984",388426,4576,2237694,8514172
Xangai,2022,Gás Natural,Manufatura,Tropical,26825,11,207995,"0,6984",134827,3995,1905044,12407177
Tóquio,2018,Carvão,Financeiro,Mediterrâneo,39653,13,287251,"0,2433",781454,1238,49752,5328605
Osaka,2016,Carvão,Financeiro,Tropical,41768,5,2270,"0,4114",293204,107,2384691,3698786
Londres,2023,Gás Natural,Tecnologia,Temperado,26215,11,164747,"0,2502",546293,3121,6255846,15289465
Paris,2021,Eólica,Tecnologia,Tropical,29362,21,152766,"0,5454",410815,3814,2393165,16812607
Toronto,2016,Solar,Manufatura,Desértico,12224,12,432980,"0,7919",342896,3933,2334735,14597400
Vancouver,2020,Gás Natural,Tecnologia,Frio,37737,19,405712,"0,8984",409639,815,5486007,16224701
Sydney,2023,Solar,Tecnologia,Temperado,18413,12,74307,"0,3493",609045,1762,1481786,8909854
Melbourne,2022,Solar,Tecnologia,Desértico,24167,21,36297,"0,8151",357183,4375,4395004,10832830
Cidade do México,2023,Eólica,Turismo,Frio,45429,22,190407,"0,8911",131508,262,1697793,4651835
Moscou,2022,Eólica,Agronegócio,Tropical,2711,8,115741,"0,8371",971999,4115,253328,7947033
Nova York,2017,Solar,Tecnologia,Desértico,1998,8,181401,"0,4482",425443,442,35581,15181104
Los Angeles,2023,Gás Natural,Manufatura,Temperado,4198,9,29942,"0,4616",5905,477,446078,1509614
São Paulo,2015,Hidrelétrica,Turismo,Temperado,31709,22,324504,"0,2808",354838,3365,5787571,14846517
Rio de Janeiro,2016,Solar,Turismo,Mediterrâneo,14638,21,68473,"0,3638",971958,4371,3585559,12478724
Berlim,2021,Nuclear,Tecnologia,Temperado,35182,2,423829,"0,4425",545043,3592,8719698,1809951
Munique,2015,Nuclear,Mineração,Desértico,3643,21,373028,"0,1554",307627,3165,187347,11500526
Mumbai,2015,Eólica,Manufatura,Frio,38479,1,298448,"0,3992",256018,4181,636849,15305452
Nova Délhi,2015,Solar,Financeiro,Temperado,6703,23,32334,"0,1094",135929,1594,660695,10802524
Pequim,2017,Eólica,Mineração,Tropical,28820,21,305594,"0,6165",738953,1421,4838846,529334
Xangai,2021,Nuclear,Mineração,Temperado,39571,18,83537,"0,3687",835057,1365,2748889,8082955
Tóquio,2018,Hidrelétrica,Manufatura,Temperado,15802,21,165833,"0,5394",370778,24,2452469,4202790
Osaka,2020,Solar,Financeiro,Frio,18525,11,449297,"0,3636",579359,2658,2693155,719378
Londres,2020,Carvão,Financeiro,Temperado,46568,8,140658,"0,1754",16583,1839,11626411,7167894
Paris,2022,Nuclear,Tecnologia,Mediterrâneo,37309,14,346651,"0,5511",772426,1999,5067012,7378102
Toronto,2023,Hidrelétrica,Manufatura,Tropical,43708,21,441286,"0,4521",641926,4556,2617194,8266487
Vancouver,2017,Hidrelétrica,Agronegócio,Temperado,32850,15,107748,"0,1137",185301,3911,3198351,7831584
Sydney,2018,Gás Natural,Mineração,Desértico,21591,22,138591,"0,1823",856285,2512,2879834,4161170
Melbourne,2017,Nuclear,Manufatura,Mediterrâneo,37438,6,393592,"0,6225",539498,3129,872641,4896215
Cidade do México,2016,Gás Natural,Mineração,Tropical,33975,12,20414,"0,7914",188304,1079,670681,14402881
Moscou,2018,Eólica,Mineração,Mediterrâneo,49317,18,172923,"0,4227",437856,4126,8035502,18876605
Nova York,2020,Solar,Turismo,Tropical,44897,17,278423,"0,2519",607802,2344,7757095,6849603
Los Angeles,2023,Carvão,Tecnologia,Temperado,28909,8,206469,"0,3612",974375,3586,3655442,13816838
São Paulo,2016,Eólica,Financeiro,Desértico,16167,16,178449,"0,7096",632682,996,432925,15296916
Rio de Janeiro,2017,Gás Natural,Financeiro,Temperado,41294,12,32937,"0,2679",676404,177,4586278,1580586
Berlim,2022,Gás Natural,Turismo,Frio,31566,1,417676,"0,0169",508075,4491,7490298,15677254
Munique,2023,Carvão,Turismo,Mediterrâneo,31921,2,356508,"0,5199",162741,3768,1491243,15577039
Mumbai,2019,Carvão,Financeiro,Desértico,40725,21,104115,"0,5572",89373,4751,7609921,10352861
Nova Délhi,2020,Carvão,Financeiro,Tropical,15759,16,344886,"0,8358",377015,596,3709049,17611093
Pequim,2019,Eólica,Tecnologia,Mediterrâneo,15444,12,88103,"0,3136",582281,1094,2438603,5403939
Xangai,2019,Hidrelétrica,Turismo,Temperado,24659,19,76767,"0,8818",449815,749,344117,2392143
Tóquio,2018,Eólica,Turismo,Tropical,31802,9,151025,"0,4541",895622,2861,4521369,12600350
Osaka,2018,Eólica,Turismo,Temperado,9026,6,375775,"0,2282",33201,943,1864219,12276786
Londres,2021,Nuclear,Financeiro,Mediterrâneo,20560,19,441140,"0,2469",245996,53,3093634,14407746
Paris,2017,Carvão,Financeiro,Frio,31944,23,487465,"0,3069",977348,4361,6072495,6602642
Toronto,2017,Carvão,Tecnologia,Temperado,11322,1,184984,"0,5398",109622,3539,2015943,19000207
Vancouver,2021,Nuclear,Manufatura,Temperado,36614,24,73387,"0,7254",482693,2867,6233017,4220585
Sydney,2017,Hidrelétrica,Tecnologia,Mediterrâneo,46142,11,234187,"0,6773",480862,3042,5192656,1117294
Melbourne,2016,Gás Natural,Agronegócio,Mediterrâneo,11143,21,394987,"0,2219",905247,3942,2246808,9523604
Cidade do México,2020,Solar,Mineração,Temperado,46502,23,316081,"0,8726",631954,172,8489602,2222008
Moscou,2017,Solar,Financeiro,Frio,20384,8,445699,"0,0675",440214,358,1777584,2072617
Nova York,2018,Gás Natural,Financeiro,Tropical,36176,8,469116,"0,1386",769707,4142,5944201,3566754
Los Angeles,2017,Eólica,Mineração,Frio,20353,13,318078,"0,1578",796388,2009,2475415,13387843
São Paulo,2016,Carvão,Financeiro,Mediterrâneo,20958,12,187583,"0,7619",278607,1095,2710798,15657277
Rio de Janeiro,2015,Nuclear,Financeiro,Mediterrâneo,27609,11,401193,"0,4747",183887,2544,5164653,8153813
Berlim,2021,Hidrelétrica,Turismo,Temperado,42625,18,478984,"0,8432",260055,4226,160604,16603550
Munique,2019,Nuclear,Manufatura,Temperado,31674,24,448067,"0,1935",864525,3616,4822817,4855963
Mumbai,2019,Eólica,Manufatura,Frio,26629,16,189502,"0,6252",65001,471,5465635,805337
Nova Délhi,2015,Solar,Turismo,Desértico,38046,19,414674,"0,3454",394815,2734,6118102,774933
Pequim,2019,Carvão,Mineração,Desértico,21261,1,132563,"0,1167",853681,3955,3979823,13375332
Xangai,2016,Solar,Mineração,Frio,30183,2,246032,"0,2798",881170,4293,371734,17894523
Tóquio,2015,Solar,Turismo,Mediterrâneo,28746,18,311236,"0,5698",78711,2615,516730,4336906
Osaka,2016,Solar,Mineração,Temperado,35685,8,297193,"0,1388",286058,1005,843184,7438249
Londres,2015,Nuclear,Tecnologia,Frio,10976,16,27950,"0,7169",358179,4865,2309119,6985996
Paris,2017,Carvão,Mineração,Frio,20356,13,33210,"0,7766",398679,1723,2964227,18393565
Toronto,2016,Nuclear,Mineração,Temperado,21645,13,499112,"0,3098",174159,1872,3740643,534359
Vancouver,2021,Solar,Turismo,Temperado,13552,7,84839,"0,7333",730378,728,885216,10665759
Sydney,2023,Hidrelétrica,Manufatura,Temperado,40798,17,450090,"0,2497",938183,564,1236703,13118008
Melbourne,2018,Carvão,Tecnologia,Frio,2905,16,216052,"0,0444",602489,136,135827,9564579
